ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,AGEB,MZA,P15YM_AN,GRAPROES,Mun,Loc,Ageb,Manza,Key
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,491,32,0,11.65,079,0001,0491,032,3107900010491032
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,491,33,0,0,079,0001,0491,033,3107900010491033
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,491,34,0,0,079,0001,0491,034,3107900010491034
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,491,36,,8.85,079,0001,0491,036,3107900010491036
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,491,37,,10.23,079,0001,0491,037,3107900010491037
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,491,38,5,7.52,079,0001,0491,038,3107900010491038
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,491,40,0,0,079,0001,0491,040,3107900010491040
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,491,43,,5.29,079,0001,0491,043,3107900010491043
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,1,,9.55,079,0001,0504,001,3107900010504001
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,2,6,8.56,079,0001,0504,002,3107900010504002
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,3,,11.5,079,0001,0504,003,3107900010504003
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,5,4,9.84,079,0001,0504,005,3107900010504005
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,7,4,8.94,079,0001,0504,007,3107900010504007
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,8,6,7.23,079,0001,0504,008,3107900010504008
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,9,0,0,079,0001,0504,009,3107900010504009
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,10,3,9.06,079,0001,0504,010,3107900010504010
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,11,7,9,079,0001,0504,011,3107900010504011
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,12,4,9.38,079,0001,0504,012,3107900010504012
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,13,,8,079,0001,0504,013,3107900010504013
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,14,,10.93,079,0001,0504,014,3107900010504014
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,15,,10.73,079,0001,0504,015,3107900010504015
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,16,6,8,079,0001,0504,016,3107900010504016
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,18,,10.14,079,0001,0504,018,3107900010504018
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,19,4,8.63,079,0001,0504,019,3107900010504019
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,20,0,7.79,079,0001,0504,020,3107900010504020
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,21,8,6.08,079,0001,0504,021,3107900010504021
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,22,5,9.15,079,0001,0504,022,3107900010504022
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,23,7,6.94,079,0001,0504,023,3107900010504023
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,24,,9.82,079,0001,0504,024,3107900010504024
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,25,,9.8,079,0001,0504,025,3107900010504025
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,26,,11.98,079,0001,0504,026,3107900010504026
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,27,4,8.9,079,0001,0504,027,3107900010504027
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,28,3,8.48,079,0001,0504,028,3107900010504028
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,29,10,6.79,079,0001,0504,029,3107900010504029
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,30,7,8.96,079,0001,0504,030,3107900010504030
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,31,,8.33,079,0001,0504,031,3107900010504031
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,32,5,8.08,079,0001,0504,032,3107900010504032
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,33,,4.87,079,0001,0504,033,3107900010504033
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,34,0,14.44,079,0001,0504,034,3107900010504034
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,35,0,12.95,079,0001,0504,035,3107900010504035
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,36,,7.5,079,0001,0504,036,3107900010504036
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,37,,,079,0001,0504,037,3107900010504037
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,38,0,10.27,079,0001,0504,038,3107900010504038
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,39,,,079,0001,0504,039,3107900010504039
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,40,,,079,0001,0504,040,3107900010504040
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,41,0,0,079,0001,0504,041,3107900010504041
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,42,,,079,0001,0504,042,3107900010504042
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,504,43,,,079,0001,0504,043,3107900010504043
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,1,0,11.62,079,0001,0519,001,3107900010519001
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,2,0,11.65,079,0001,0519,002,3107900010519002
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,3,0,11.08,079,0001,0519,003,3107900010519003
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,4,,11.74,079,0001,0519,004,3107900010519004
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,5,,9.76,079,0001,0519,005,3107900010519005
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,6,0,12.41,079,0001,0519,006,3107900010519006
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,7,,8.5,079,0001,0519,007,3107900010519007
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,8,6,9.57,079,0001,0519,008,3107900010519008
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,9,,10.44,079,0001,0519,009,3107900010519009
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,10,,11.68,079,0001,0519,010,3107900010519010
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,11,0,11.31,079,0001,0519,011,3107900010519011
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,12,0,10.9,079,0001,0519,012,3107900010519012
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,13,,9.6,079,0001,0519,013,3107900010519013
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,14,4,9.28,079,0001,0519,014,3107900010519014
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,15,4,11.53,079,0001,0519,015,3107900010519015
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,16,,10.85,079,0001,0519,016,3107900010519016
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,17,0,12.08,079,0001,0519,017,3107900010519017
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,18,0,11.68,079,0001,0519,018,3107900010519018
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,19,,10.42,079,0001,0519,019,3107900010519019
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,20,,11.5,079,0001,0519,020,3107900010519020
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,21,7,6.67,079,0001,0519,021,3107900010519021
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,22,4,9.83,079,0001,0519,022,3107900010519022
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,23,0,11.54,079,0001,0519,023,3107900010519023
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,24,0,12.58,079,0001,0519,024,3107900010519024
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,25,,11.18,079,0001,0519,025,3107900010519025
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,26,4,8.42,079,0001,0519,026,3107900010519026
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,27,7,8.35,079,0001,0519,027,3107900010519027
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,519,28,,7.64,079,0001,0519,028,3107900010519028
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,1,5,9.94,079,0001,0523,001,3107900010523001
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,2,5,8.11,079,0001,0523,002,3107900010523002
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,3,5,9.02,079,0001,0523,003,3107900010523003
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,4,3,9.73,079,0001,0523,004,3107900010523004
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,5,,9.42,079,0001,0523,005,3107900010523005
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,6,,8.59,079,0001,0523,006,3107900010523006
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,7,,11.98,079,0001,0523,007,3107900010523007
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,8,4,8.85,079,0001,0523,008,3107900010523008
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,9,3,8.59,079,0001,0523,009,3107900010523009
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,10,,,079,0001,0523,010,3107900010523010
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,11,4,7.84,079,0001,0523,011,3107900010523011
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,12,3,7.6,079,0001,0523,012,3107900010523012
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,13,,7.63,079,0001,0523,013,3107900010523013
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,14,3,11.38,079,0001,0523,014,3107900010523014
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,15,,9.76,079,0001,0523,015,3107900010523015
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,16,4,8.68,079,0001,0523,016,3107900010523016
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,17,7,8.67,079,0001,0523,017,3107900010523017
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,18,6,8.05,079,0001,0523,018,3107900010523018
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,19,7,7.18,079,0001,0523,019,3107900010523019
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,20,4,9.4,079,0001,0523,020,3107900010523020
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,21,3,9.02,079,0001,0523,021,3107900010523021
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,22,0,0,079,0001,0523,022,3107900010523022
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,23,7,8.01,079,0001,0523,023,3107900010523023
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,24,11,5.99,079,0001,0523,024,3107900010523024
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,523,25,6,9.07,079,0001,0523,025,3107900010523025
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,1,10,7.81,079,0001,0538,001,3107900010538001
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,2,,9.02,079,0001,0538,002,3107900010538002
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,3,6,8.31,079,0001,0538,003,3107900010538003
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,4,,8.89,079,0001,0538,004,3107900010538004
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,5,3,8.77,079,0001,0538,005,3107900010538005
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,6,,10.05,079,0001,0538,006,3107900010538006
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,7,0,0,079,0001,0538,007,3107900010538007
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,8,,9.67,079,0001,0538,008,3107900010538008
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,9,12,8.23,079,0001,0538,009,3107900010538009
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,10,0,13.07,079,0001,0538,010,3107900010538010
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,11,3,9.61,079,0001,0538,011,3107900010538011
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,12,0,10.1,079,0001,0538,012,3107900010538012
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,13,3,9.38,079,0001,0538,013,3107900010538013
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,14,4,8.46,079,0001,0538,014,3107900010538014
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,15,5,9.04,079,0001,0538,015,3107900010538015
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,16,6,9.72,079,0001,0538,016,3107900010538016
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,17,5,9.25,079,0001,0538,017,3107900010538017
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,18,7,8.66,079,0001,0538,018,3107900010538018
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,19,,11.18,079,0001,0538,019,3107900010538019
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,20,7,8.82,079,0001,0538,020,3107900010538020
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,21,,11.32,079,0001,0538,021,3107900010538021
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,22,0,10.09,079,0001,0538,022,3107900010538022
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,23,6,6.62,079,0001,0538,023,3107900010538023
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,24,0,9.79,079,0001,0538,024,3107900010538024
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,25,10,5.96,079,0001,0538,025,3107900010538025
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,26,5,6.05,079,0001,0538,026,3107900010538026
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,27,,7.9,079,0001,0538,027,3107900010538027
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,28,0,12.14,079,0001,0538,028,3107900010538028
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,538,29,0,0,079,0001,0538,029,3107900010538029
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,1,,7.22,079,0001,0542,001,3107900010542001
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,2,18,6.19,079,0001,0542,002,3107900010542002
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,3,3,9.45,079,0001,0542,003,3107900010542003
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,4,0,10.56,079,0001,0542,004,3107900010542004
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,5,4,7.37,079,0001,0542,005,3107900010542005
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,6,10,7.77,079,0001,0542,006,3107900010542006
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,7,5,8.53,079,0001,0542,007,3107900010542007
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,8,4,6.41,079,0001,0542,008,3107900010542008
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,9,3,8.27,079,0001,0542,009,3107900010542009
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,10,9,7.69,079,0001,0542,010,3107900010542010
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,11,,8.45,079,0001,0542,011,3107900010542011
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,12,7,7.1,079,0001,0542,012,3107900010542012
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,13,5,8.45,079,0001,0542,013,3107900010542013
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,14,4,8.11,079,0001,0542,014,3107900010542014
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,15,3,7.51,079,0001,0542,015,3107900010542015
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,16,5,8.38,079,0001,0542,016,3107900010542016
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,17,,9.38,079,0001,0542,017,3107900010542017
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,18,5,9.66,079,0001,0542,018,3107900010542018
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,19,6,8.46,079,0001,0542,019,3107900010542019
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,20,8,7.56,079,0001,0542,020,3107900010542020
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,21,,7.6,079,0001,0542,021,3107900010542021
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,22,15,7.24,079,0001,0542,022,3107900010542022
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,23,6,7.42,079,0001,0542,023,3107900010542023
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,24,9,7.7,079,0001,0542,024,3107900010542024
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,25,11,6.41,079,0001,0542,025,3107900010542025
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,26,12,6.25,079,0001,0542,026,3107900010542026
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,27,,7.47,079,0001,0542,027,3107900010542027
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,28,4,7.33,079,0001,0542,028,3107900010542028
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,29,8,8.21,079,0001,0542,029,3107900010542029
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,30,5,7.52,079,0001,0542,030,3107900010542030
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,31,5,9,079,0001,0542,031,3107900010542031
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,32,7,7.22,079,0001,0542,032,3107900010542032
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,33,5,8.45,079,0001,0542,033,3107900010542033
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,34,9,7.19,079,0001,0542,034,3107900010542034
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,35,0,7.72,079,0001,0542,035,3107900010542035
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,36,,8.63,079,0001,0542,036,3107900010542036
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,37,3,7.64,079,0001,0542,037,3107900010542037
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,38,,4.73,079,0001,0542,038,3107900010542038
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,39,6,6.39,079,0001,0542,039,3107900010542039
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,40,0,7.98,079,0001,0542,040,3107900010542040
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,41,6,7.45,079,0001,0542,041,3107900010542041
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,42,20,6.23,079,0001,0542,042,3107900010542042
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,43,4,7.71,079,0001,0542,043,3107900010542043
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,44,5,7.37,079,0001,0542,044,3107900010542044
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,45,3,7.82,079,0001,0542,045,3107900010542045
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,46,5,8.48,079,0001,0542,046,3107900010542046
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,47,,8.4,079,0001,0542,047,3107900010542047
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,48,9,7.19,079,0001,0542,048,3107900010542048
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,542,49,,8.49,079,0001,0542,049,3107900010542049
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,1,4,9.04,079,0001,0557,001,3107900010557001
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,2,3,8.96,079,0001,0557,002,3107900010557002
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,3,6,8.23,079,0001,0557,003,3107900010557003
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,4,5,9.08,079,0001,0557,004,3107900010557004
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,5,8,6.26,079,0001,0557,005,3107900010557005
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,6,,8.04,079,0001,0557,006,3107900010557006
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,7,5,8.5,079,0001,0557,007,3107900010557007
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,8,12,7.11,079,0001,0557,008,3107900010557008
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,9,7,8.71,079,0001,0557,009,3107900010557009
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,10,3,8.42,079,0001,0557,010,3107900010557010
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,11,,,079,0001,0557,011,3107900010557011
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,12,,9.6,079,0001,0557,012,3107900010557012
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,13,5,8.11,079,0001,0557,013,3107900010557013
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,14,,9.85,079,0001,0557,014,3107900010557014
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,15,7,6.92,079,0001,0557,015,3107900010557015
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,16,5,6.95,079,0001,0557,016,3107900010557016
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,17,7,7.59,079,0001,0557,017,3107900010557017
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,18,,8.62,079,0001,0557,018,3107900010557018
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,19,3,8.43,079,0001,0557,019,3107900010557019
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,20,,8.58,079,0001,0557,020,3107900010557020
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,21,6,9.4,079,0001,0557,021,3107900010557021
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,22,7,10.07,079,0001,0557,022,3107900010557022
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,23,15,7.2,079,0001,0557,023,3107900010557023
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,24,4,8.88,079,0001,0557,024,3107900010557024
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,25,5,8.88,079,0001,0557,025,3107900010557025
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,26,3,10.23,079,0001,0557,026,3107900010557026
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,27,8,9.14,079,0001,0557,027,3107900010557027
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,28,6,8.79,079,0001,0557,028,3107900010557028
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,29,,8.14,079,0001,0557,029,3107900010557029
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,30,10,7.33,079,0001,0557,030,3107900010557030
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,31,0,13.08,079,0001,0557,031,3107900010557031
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,32,6,9.11,079,0001,0557,032,3107900010557032
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,33,5,8.65,079,0001,0557,033,3107900010557033
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,34,7,9.07,079,0001,0557,034,3107900010557034
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,35,,8.77,079,0001,0557,035,3107900010557035
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,36,3,9.32,079,0001,0557,036,3107900010557036
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,37,,8.8,079,0001,0557,037,3107900010557037
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,38,6,8.07,079,0001,0557,038,3107900010557038
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,39,,,079,0001,0557,039,3107900010557039
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,40,,9.63,079,0001,0557,040,3107900010557040
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,41,0,12.25,079,0001,0557,041,3107900010557041
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,42,,10.77,079,0001,0557,042,3107900010557042
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,43,,,079,0001,0557,043,3107900010557043
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,44,5,7.55,079,0001,0557,044,3107900010557044
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,46,,10.03,079,0001,0557,046,3107900010557046
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,47,,,079,0001,0557,047,3107900010557047
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,557,48,0,0,079,0001,0557,048,3107900010557048
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,1,4,6.93,079,0001,0580,001,3107900010580001
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,2,9,7.26,079,0001,0580,002,3107900010580002
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,5,,9.32,079,0001,0580,005,3107900010580005
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,6,,8.66,079,0001,0580,006,3107900010580006
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,7,3,8.96,079,0001,0580,007,3107900010580007
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,10,0,10.3,079,0001,0580,010,3107900010580010
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,11,0,9.9,079,0001,0580,011,3107900010580011
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,12,0,0,079,0001,0580,012,3107900010580012
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,13,0,12.42,079,0001,0580,013,3107900010580013
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,14,0,11.31,079,0001,0580,014,3107900010580014
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,15,0,0,079,0001,0580,015,3107900010580015
31,Yucatán,79,Tekax,1,Tekax de Álvaro Obregón,580,16,,9.98,079,0001,0580,016,3107900010580016
